chr	start	end	size	dataset
chr1	26642255	26646155	3900	TIRs
chr1	39496726	39784068	287342	TIRs
chr1	39499597	39777534	277937	TIRs
chr1	39525869	39760349	234480	TIRs
chr1	46900685	47067240	166555	TIRs
chr1	46950356	47127553	177197	TIRs
chr1	103600001	103679482	79481	TIRs
chr1	103700647	103745462	44815	TIRs
chr1	108249741	108365293	115552	TIRs
chr1	108310653	108383727	73074	TIRs
chr1	120323082	120575597	252515	TIRs
chr1	143200457	143246977	46520	TIRs
chr1	143202259	143255248	52989	TIRs
chr1	143202275	143243427	41152	TIRs
chr1	143202275	143248569	46294	TIRs
chr1	143202275	143250349	48074	TIRs
chr1	143202275	143251682	49407	TIRs
chr1	143202516	143254137	51621	TIRs
chr1	143202869	143210081	7212	TIRs
chr1	143203951	143245708	41757	TIRs
chr1	143203951	143250256	46305	TIRs
chr1	143203951	143251589	47638	TIRs
chr1	143203951	143255149	51198	TIRs
chr1	143207315	143253040	45725	TIRs
chr1	143207543	143247877	40334	TIRs
chr1	143208678	143244313	35635	TIRs
chr1	143208678	143254817	46139	TIRs
chr1	143208678	143256115	47437	TIRs
chr1	143209895	143235712	25817	TIRs
chr1	143210801	143242058	31257	TIRs
chr1	143211366	143215143	3777	TIRs
chr1	143211366	143263801	52435	TIRs
chr1	143213740	143245445	31705	TIRs
chr1	143213740	143254885	41145	TIRs
chr1	143215465	143254110	38645	TIRs
chr1	143215983	143245445	29462	TIRs
chr1	143215983	143256183	40200	TIRs
chr1	143215983	143257541	41558	TIRs
chr1	143216061	143254137	38076	TIRs
chr1	143216156	143242898	26742	TIRs
chr1	143217759	143245445	27686	TIRs
chr1	143217759	143249521	31762	TIRs
chr1	143217837	143254137	36300	TIRs
chr1	143217932	143242898	24966	TIRs
chr1	143219535	143245445	25910	TIRs
chr1	143219535	143254885	35350	TIRs
chr1	143219708	143242898	23190	TIRs
chr1	143221848	143246977	25129	TIRs
chr1	143222246	143245445	23199	TIRs
chr1	143222246	143248165	25919	TIRs
chr1	143222246	143254885	32639	TIRs
chr1	143222714	143252635	29921	TIRs
chr1	143224489	143254885	30396	TIRs
chr1	143226573	143245661	19088	TIRs
chr1	143228064	143242898	14834	TIRs
chr1	143229440	143245668	16228	TIRs
chr1	143229440	143255109	25669	TIRs
chr1	143229753	143248199	18446	TIRs
chr1	143230932	143254282	23350	TIRs
chr1	143231234	143246983	15749	TIRs
chr1	143231638	143245445	13807	TIRs
chr1	143231638	143254885	23247	TIRs
chr1	143231638	143256183	24545	TIRs
chr1	143231701	143248105	16404	TIRs
chr1	143231811	143242898	11087	TIRs
chr1	143232181	143254137	21956	TIRs
chr1	143233480	143246977	13497	TIRs
chr1	143235112	143243071	7959	TIRs
chr1	143235112	143258009	22897	TIRs
chr1	143236470	143245445	8975	TIRs
chr1	143236470	143251326	14856	TIRs
chr1	143236548	143254137	17589	TIRs
chr1	143238149	143245445	7296	TIRs
chr1	143238149	143256183	18034	TIRs
chr1	143238207	143251271	13064	TIRs
chr1	143238227	143254137	15910	TIRs
chr1	143239925	143245445	5520	TIRs
chr1	143239925	143254885	14960	TIRs
chr1	143239925	143256183	16258	TIRs
chr1	143240003	143254137	14134	TIRs
chr1	143240098	143242898	2800	TIRs
chr1	143240393	143249521	9128	TIRs
chr1	143241393	143254353	12960	TIRs
chr1	143241771	143246977	5206	TIRs
chr1	143242009	143256343	14334	TIRs
chr1	143242011	143245603	3592	TIRs
chr1	143242011	143255043	13032	TIRs
chr1	143244176	143259892	15716	TIRs
chr1	143244868	143267843	22975	TIRs
chr1	143245225	143261559	16334	TIRs
chr1	143245227	143260199	14972	TIRs
chr1	143246544	143263543	16999	TIRs
chr1	143246553	143259888	13335	TIRs
chr1	143247683	143259892	12209	TIRs
chr1	143249311	143263543	14232	TIRs
chr1	143249320	143259888	10568	TIRs
chr1	143251076	143259888	8812	TIRs
chr1	143251998	143271085	19087	TIRs
chr1	143252420	143263548	11128	TIRs
chr1	143253135	143267394	14259	TIRs
chr1	143253448	143261440	7992	TIRs
chr1	143253617	143264595	10978	TIRs
chr1	143254170	143261289	7119	TIRs
chr1	143255390	143266048	10658	TIRs
chr1	143255974	143263543	7569	TIRs
chr1	143255983	143259888	3905	TIRs
chr1	143256855	143271085	14230	TIRs
chr1	143257097	143265749	8652	TIRs
chr1	143257282	143263543	6261	TIRs
chr1	143259710	143266062	6352	TIRs
chr1	143259864	143273572	13708	TIRs
chr1	143311834	143503851	192017	TIRs
chr1	144394055	144572470	178415	TIRs
chr1	144420937	144565901	144964	TIRs
chr1	146466120	146494660	28540	TIRs
chr1	148288483	148295708	7225	TIRs
chr1	148935346	149194883	259537	TIRs
chr1	149064296	149497025	432729	TIRs
chr1	149064296	149516058	451762	TIRs
chr1	149064296	149525568	461272	TIRs
chr1	149064296	149535048	470752	TIRs
chr1	149064296	149544536	480240	TIRs
chr1	149075945	149475818	399873	TIRs
chr1	149082739	149475333	392594	TIRs
chr1	149843519	149850294	6775	TIRs
chr1	168546557	168574043	27486	TIRs
chr1	205848147	205853610	5463	TIRs
chr1	215417254	215447417	30163	TIRs
chr1	248459789	248632255	172466	TIRs
chr1	248519267	248528796	9529	TIRs
chr10	4983057	4984362	1305	TIRs
chr10	26886333	27360823	474490	TIRs
chr10	26898315	27350323	452008	TIRs
chr10	26911405	27305387	393982	TIRs
chr10	37105150	37111122	5972	TIRs
chr10	45705381	45820752	115371	TIRs
chr10	45723836	45748308	24472	TIRs
chr10	45848697	46108284	259587	TIRs
chr10	45851864	46332690	480826	TIRs
chr10	45876167	45990291	114124	TIRs
chr10	46144704	46204852	60148	TIRs
chr10	46207210	46694487	487277	TIRs
chr10	50044879	50134463	89584	TIRs
chr10	50065463	50088983	23520	TIRs
chr10	79584725	79920604	335879	TIRs
chr10	79680197	79794280	114083	TIRs
chr10	87308005	87429954	121949	TIRs
chr10	99936603	99959785	23182	TIRs
chr11	311837	317945	6108	TIRs
chr11	4235360	4240375	5015	TIRs
chr11	4280778	4285817	5039	TIRs
chr11	18249601	18265261	15660	TIRs
chr11	32480641	32483980	3339	TIRs
chr11	48888301	48892128	3827	TIRs
chr11	48892129	48956878	64749	TIRs
chr11	48952452	48974944	22492	TIRs
chr11	49811774	49841966	30192	TIRs
chr11	49835602	49874157	38555	TIRs
chr11	49861804	49882407	20603	TIRs
chr11	50154984	50324118	169134	TIRs
chr11	71571820	71576725	4905	TIRs
chr11	89769003	89887216	118213	TIRs
chr11	89787679	89863854	76175	TIRs
chr11	89852306	89910061	57755	TIRs
chr11	89920624	89923849	3225	TIRs
chr11	89934412	89992207	57795	TIRs
chr11	89957323	90070990	113667	TIRs
chr11	89976620	90054554	77934	TIRs
chr11	117138838	117205746	66908	TIRs
chr12	9323113	9408671	85558	TIRs
chr12	9402918	9570401	167483	TIRs
chr12	52291446	52301937	10491	TIRs
chr12	93494220	93497801	3581	TIRs
chr12	131227237	131438102	210865	TIRs
chr12	131236543	131427652	191109	TIRs
chr12	131245501	131413597	168096	TIRs
chr12	131309863	131650304	340441	TIRs
chr12	131330241	131631567	301326	TIRs
chr13	23904740	24307224	402484	TIRs
chr13	24604471	24945033	340562	TIRs
chr13	25030844	25159946	129102	TIRs
chr13	52195031	52616909	421878	TIRs
chr13	52209770	52601273	391503	TIRs
chr13	52310302	52502258	191956	TIRs
chr13	52344010	52481518	137508	TIRs
chr13	52366326	52477268	110942	TIRs
chr13	63727378	63758931	31553	TIRs
chr13	63758889	63820969	62080	TIRs
chr14	19169850	19229747	59897	TIRs
chr14	21159943	21164314	4371	TIRs
chr14	34547857	34555247	7390	TIRs
chr14	70253403	70451719	198316	TIRs
chr14	92769807	92774402	4595	TIRs
chr14	105573408	105578423	5015	TIRs
chr14	105693619	105698287	4668	TIRs
chr14	105778040	105848838	70798	TIRs
chr15	23123139	23138755	15616	TIRs
chr15	23123139	23336173	213034	TIRs
chr15	23128241	23276875	148634	TIRs
chr15	23291222	23311345	20123	TIRs
chr15	23296261	23428251	131990	TIRs
chr15	24154811	24214488	59677	TIRs
chr15	24154837	24316759	161922	TIRs
chr15	28240251	28631110	390859	TIRs
chr15	28271438	28628716	357278	TIRs
chr15	28316244	28597202	280958	TIRs
chr15	28326290	28463186	136896	TIRs
chr15	28419211	28492438	73227	TIRs
chr15	28452497	28465084	12587	TIRs
chr15	30119485	30377807	258322	TIRs
chr15	30153407	30395182	241775	TIRs
chr15	30385057	30642955	257898	TIRs
chr15	30415967	30602312	186345	TIRs
chr15	30436449	30529804	93355	TIRs
chr15	32405012	32591750	186738	TIRs
chr15	32477829	32571284	93455	TIRs
chr15	44842218	45058581	216363	TIRs
chr15	44857550	45031635	174085	TIRs
chr15	44931476	44957504	26028	TIRs
chr15	45111965	45135095	23130	TIRs
chr15	75277315	75763988	486673	TIRs
chr15	82351764	82427680	75916	TIRs
chr15	82389356	82478256	88900	TIRs
chr15	82443858	82473991	30133	TIRs
chr15	84171177	84201386	30209	TIRs
chr15	84199239	84400001	200762	TIRs
chr15	84205647	84394141	188494	TIRs
chr15	84212847	84249069	36222	TIRs
chr15	84256550	84412234	155684	TIRs
chr15	84327411	84363137	35726	TIRs
chr15	84370603	84412234	41631	TIRs
chr15	84370603	84490940	120337	TIRs
chr15	84378151	84550142	171991	TIRs
chr15	84398145	84423633	25488	TIRs
chr15	84398145	84502383	104238	TIRs
chr15	84431498	84469358	37860	TIRs
chr15	84467953	84557540	89587	TIRs
chr15	84472179	84502383	30204	TIRs
chr15	92202446	92564546	362100	TIRs
chr16	1232342	1239042	6700	TIRs
chr16	1238838	1247504	8666	TIRs
chr16	2584845	2615341	30496	TIRs
chr16	14689541	15101575	412034	TIRs
chr16	14728658	15101575	372917	TIRs
chr16	14768426	15101329	332903	TIRs
chr16	14816375	15312474	496099	TIRs
chr16	14916172	15150072	233900	TIRs
chr16	14920020	15135975	215955	TIRs
chr16	14943343	15117525	174182	TIRs
chr16	14954791	15360820	406029	TIRs
chr16	20501379	20522346	20967	TIRs
chr16	28363511	28637652	274141	TIRs
chr16	28471893	28643181	171288	TIRs
chr16	28471893	28757280	285387	TIRs
chr16	29052279	29384083	331804	TIRs
chr16	29057055	29376747	319692	TIRs
chr16	29060057	29476491	416434	TIRs
chr16	31548328	31807321	258993	TIRs
chr16	31567797	31789611	221814	TIRs
chr16	32099295	32132127	32832	TIRs
chr16	32115591	32478760	363169	TIRs
chr16	32284825	32645018	360193	TIRs
chr16	32780666	33042576	261910	TIRs
chr16	32828345	33042576	214231	TIRs
chr16	32835722	33082375	246653	TIRs
chr16	33042577	33075362	32785	TIRs
chr16	33512636	33708195	195559	TIRs
chr16	33550776	33708195	157419	TIRs
chr16	33713880	34000246	286366	TIRs
chr16	33722873	33782941	60068	TIRs
chr16	34028351	34520357	492006	TIRs
chr16	34039623	34510064	470441	TIRs
chr16	34041842	34459399	417557	TIRs
chr16	34470145	34828608	358463	TIRs
chr16	34478250	34870343	392093	TIRs
chr16	34481207	34818281	337074	TIRs
chr16	34481272	34632699	151427	TIRs
chr16	34481272	34771793	290521	TIRs
chr16	34481273	34671833	190560	TIRs
chr16	34519984	34643832	123848	TIRs
chr16	34519985	34682977	162992	TIRs
chr16	34519985	34782852	262867	TIRs
chr16	34519985	34878448	358463	TIRs
chr16	34519985	34932978	412993	TIRs
chr16	34521507	34641258	119751	TIRs
chr16	34521507	34680406	158899	TIRs
chr16	34521507	34780284	258777	TIRs
chr16	34521507	34875892	354385	TIRs
chr16	34521507	34930097	408590	TIRs
chr16	34572601	34589077	16476	TIRs
chr16	34574296	34589146	14850	TIRs
chr16	34576010	34589077	13067	TIRs
chr16	34584086	34594896	10810	TIRs
chr16	55773880	55820004	46124	TIRs
chr16	74844130	74908645	64515	TIRs
chr16	75206201	75222761	16560	TIRs
chr17	3082009	3221836	139827	TIRs
chr17	3139124	3217166	78042	TIRs
chr17	14030805	14230543	199738	TIRs
chr17	16873391	17001983	128592	TIRs
chr17	18418828	18452435	33607	TIRs
chr17	18622234	18823774	201540	TIRs
chr17	19063231	19111334	48103	TIRs
chr17	19103047	19149042	45995	TIRs
chr17	19115876	19184793	68917	TIRs
chr17	19178261	19200001	21740	TIRs
chr17	19583331	19587403	4072	TIRs
chr17	20491965	20525583	33618	TIRs
chr17	20527687	20708967	181280	TIRs
chr17	21351657	21736309	384652	TIRs
chr17	21659782	22042062	382280	TIRs
chr17	21851155	22054967	203812	TIRs
chr17	30621882	30625590	3708	TIRs
chr17	30637540	31034077	396537	TIRs
chr17	32003797	32096368	92571	TIRs
chr17	32032332	32087287	54955	TIRs
chr17	35804052	36041159	237107	TIRs
chr17	36178403	36322071	143668	TIRs
chr17	36266292	36322106	55814	TIRs
chr17	36335259	36449217	113958	TIRs
chr17	36336898	36375393	38495	TIRs
chr17	36336898	36426474	89576	TIRs
chr17	37937510	37976017	38507	TIRs
chr17	37995901	38245093	249192	TIRs
chr17	38017047	38055555	38508	TIRs
chr17	38141007	38179521	38514	TIRs
chr17	42221688	42297273	75585	TIRs
chr17	59600001	59975507	375506	TIRs
chr17	60035641	60110889	75248	TIRs
chr18	14882889	14981529	98640	TIRs
chr18	48871701	48978099	106398	TIRs
chr19	22417483	22635868	218385	TIRs
chr19	36322431	36800808	478377	TIRs
chr19	38775279	38786884	11605	TIRs
chr19	39248901	39264090	15189	TIRs
chr19	40827268	41120955	293687	TIRs
chr19	42996831	43385515	388684	TIRs
chr19	43156803	43385510	228707	TIRs
chr19	43351973	43381510	29537	TIRs
chr19	43365855	43369082	3227	TIRs
chr19	43368383	43392046	23663	TIRs
chr19	44400866	44460585	59719	TIRs
chr19	46196674	46261138	64464	TIRs
chr19	51183557	51463249	279692	TIRs
chr19	53286592	53297445	10853	TIRs
chr19	54290030	54606453	316423	TIRs
chr19	57809482	57840460	30978	TIRs
chr19	57865395	57905524	40129	TIRs
chr2	85317429	85342335	24906	TIRs
chr2	86743084	87053644	310560	TIRs
chr2	87053646	87140178	86532	TIRs
chr2	87123265	87157276	34011	TIRs
chr2	87703487	87977998	274511	TIRs
chr2	91570449	91978854	408405	TIRs
chr2	91666331	91850422	184091	TIRs
chr2	91839801	92012935	173134	TIRs
chr2	92054276	92075048	20772	TIRs
chr2	94725913	94738013	12100	TIRs
chr2	95496990	95579797	82807	TIRs
chr2	95800191	96024405	224214	TIRs
chr2	97081042	97299524	218482	TIRs
chr2	97145717	97557811	412094	TIRs
chr2	97267356	97489619	222263	TIRs
chr2	97348053	97360455	12402	TIRs
chr2	99302138	99306393	4255	TIRs
chr2	110095178	110276211	181033	TIRs
chr2	110273512	110395940	122428	TIRs
chr2	110276169	110695527	419358	TIRs
chr2	130121626	130610421	488795	TIRs
chr2	130384757	130393988	9231	TIRs
chr2	131771278	131791144	19866	TIRs
chr2	131779372	131819322	39950	TIRs
chr2	240685790	240688967	3177	TIRs
chr20	5475269	5500237	24968	TIRs
chr20	25845153	26010758	165605	TIRs
chr20	28637493	28646296	8803	TIRs
chr20	28639573	29045066	405493	TIRs
chr20	29083609	29493942	410333	TIRs
chr20	29125797	29452983	327186	TIRs
chr20	29679737	30176721	496984	TIRs
chr20	47841003	47888251	47248	TIRs
chr20	50643027	50766705	123678	TIRs
chr20	59339355	59358299	18944	TIRs
chr21	5525202	5530961	5759	TIRs
chr21	6358944	6630182	271238	TIRs
chr21	7149528	7607102	457574	TIRs
chr21	7402203	7407962	5759	TIRs
chr21	7500891	7637519	136628	TIRs
chr21	7622708	8099840	477132	TIRs
chr21	8803763	9090985	287222	TIRs
chr21	9196088	9259152	63064	TIRs
chr21	13986921	14057253	70332	TIRs
chr21	44575028	44591387	16359	TIRs
chr21	44592492	44600615	8123	TIRs
chr21	44656406	44684562	28156	TIRs
chr22	10577153	10689158	112005	TIRs
chr22	11455008	11937399	482391	TIRs
chr22	11697582	11928943	231361	TIRs
chr22	11724627	12149637	425010	TIRs
chr22	11813163	11975462	162299	TIRs
chr22	11817355	11818514	1159	TIRs
chr22	11865693	12126661	260968	TIRs
chr22	11977556	12094568	117012	TIRs
chr22	12034105	12042160	8055	TIRs
chr22	12096682	12178930	82248	TIRs
chr22	12173866	12175025	1159	TIRs
chr22	12225589	12708903	483314	TIRs
chr22	12375377	12489122	113745	TIRs
chr22	18194880	18483514	288634	TIRs
chr22	18205151	18235280	30129	TIRs
chr22	18235266	18638913	403647	TIRs
chr22	18239130	18385187	146057	TIRs
chr22	18358171	18848782	490611	TIRs
chr22	18369147	18750606	381459	TIRs
chr22	18379179	18483514	104335	TIRs
chr22	18389284	18419658	30374	TIRs
chr22	18410322	18709565	299243	TIRs
chr22	18433514	18878465	444951	TIRs
chr22	18502449	18863190	360741	TIRs
chr22	18659562	18709870	50308	TIRs
chr22	18759760	18863190	103430	TIRs
chr22	20683732	21057380	373648	TIRs
chr22	20699045	21118677	419632	TIRs
chr22	21125787	21195802	70015	TIRs
chr22	21151084	21259458	108374	TIRs
chr22	21194015	21299133	105118	TIRs
chr22	21443090	21491762	48672	TIRs
chr22	23969549	23971774	2225	TIRs
chr22	24264718	24646051	381333	TIRs
chr22	32194173	32357196	163023	TIRs
chr22	44860016	44865613	5597	TIRs
chr3	151889171	151897295	8124	TIRs
chr4	49196760	49600001	403241	TIRs
chr4	49284781	49510094	225313	TIRs
chr4	49290799	49510094	219295	TIRs
chr4	49296951	49510094	213143	TIRs
chr4	49300348	49309025	8677	TIRs
chr4	49303087	49510094	207007	TIRs
chr4	49309028	49510457	201429	TIRs
chr4	49490161	49549433	59272	TIRs
chr4	68831155	69004577	173422	TIRs
chr4	69220119	69403437	183318	TIRs
chr4	69235785	69364943	129158	TIRs
chr4	69236141	69255967	19826	TIRs
chr4	69318841	69334914	16073	TIRs
chr4	70217183	70221141	3958	TIRs
chr4	169795010	169877314	82304	TIRs
chr4	190022777	190077707	54930	TIRs
chr4	190022777	190084301	61524	TIRs
chr4	190022777	190173663	150886	TIRs
chr5	2059488	2069039	9551	TIRs
chr5	17521931	17598430	76499	TIRs
chr5	17525365	17598430	73065	TIRs
chr5	17525471	17587288	61817	TIRs
chr5	17528799	17598430	69631	TIRs
chr5	17529985	17584443	54458	TIRs
chr5	17587113	17630743	43630	TIRs
chr5	69629573	70116631	487058	TIRs
chr5	69640128	69895040	254912	TIRs
chr5	69765902	69789454	23552	TIRs
chr5	69789452	69945221	155769	TIRs
chr5	69899540	70215224	315684	TIRs
chr5	69899540	70233274	333734	TIRs
chr5	69916328	70219846	303518	TIRs
chr5	69949487	70364991	415504	TIRs
chr5	69988505	70129603	141098	TIRs
chr5	70129738	70472145	342407	TIRs
chr5	70172933	70640783	467850	TIRs
chr5	70312427	70379283	66856	TIRs
chr5	70345750	70369262	23512	TIRs
chr5	70369260	70820259	450999	TIRs
chr5	70379286	70631077	251791	TIRs
chr5	70409768	70577518	167750	TIRs
chr5	70516244	70770922	254678	TIRs
chr5	70640781	70664311	23530	TIRs
chr5	70775422	71233609	458187	TIRs
chr5	70775423	71215587	440164	TIRs
chr5	70791379	71220210	428831	TIRs
chr5	70863592	71129922	266330	TIRs
chr5	99541572	99582579	41007	TIRs
chr5	99582589	99729676	147087	TIRs
chr5	168717944	168741205	23261	TIRs
chr5	177729885	178041364	311479	TIRs
chr5	177736189	178037587	301398	TIRs
chr5	177785840	178003954	218114	TIRs
chr5	178725486	178866962	141476	TIRs
chr5	179525054	179642457	117403	TIRs
chr5	179643530	179651253	7723	TIRs
chr5	181098581	181100851	2270	TIRs
chr5	181130788	181147381	16593	TIRs
chr6	2999414	3054429	55015	TIRs
